imp2D,psum,16,102.419,8.500011913483263
imp2D,psum,25,101.604,12.715853656549116
imp2D,psum,36,101.534,18.50000000025095
imp2D,psum,49,101.611,25.000000000059742
imp2D,psum,64,102.73,32.67060610078576
imp2D,psum,100,105.801,50.50000006195283
imp2D,psum,225,115.805,113.00022908826449
imp2D,psum,324,123.407,162.49544210786786
imp2D,psum,400,135.393,200.41710088239978
imp2D,psum,529,138.826,265.2801522015097
imp2D,psum,625,155.309,313.06299758223565
imp2D,psum,729,189.203,364.7860090663818
imp2D,psum,841,248.306,422.3267183408249
imp2D,psum,900,250.552,451.93835844010044
imp2D,psum,1024,439.258,512.6221725964674
