line,gossip,10,105.472
line,gossip,20,206.727
line,gossip,30,206.358
line,gossip,40,106.314
line,gossip,50,306.722
line,gossip,100,611.853
line,gossip,200,1116.493
line,gossip,300,2126.502
line,gossip,400,2228.239
line,gossip,500,2529.81
line,gossip,600,3945.284
line,gossip,700,3545.067
line,gossip,800,4755.466
line,gossip,900,5666.545
line,gossip,1000,6575.544
