planar,gossip,16,3.864
planar,gossip,25,4.13
planar,gossip,36,106.042
planar,gossip,49,201.619
planar,gossip,64,104.62
planar,gossip,100,106.323
planar,gossip,225,113.648
planar,gossip,324,210.134
planar,gossip,400,212.173
planar,gossip,529,143.419
planar,gossip,625,220.873
planar,gossip,729,226.138
planar,gossip,841,235.634
planar,gossip,900,279.867
planar,gossip,1024,274.158
