2D,gossip,1024,0.0,274.158
2D,gossip,1024,0.1,837.08
2D,gossip,1024,0.2,1444.419
2D,gossip,1024,0.3,1831.034
2D,gossip,1024,0.4,2742.385
2D,gossip,1024,0.5,3639.102
2D,gossip,1024,0.55,4448.163
2D,gossip,1024,0.6,5763.643
2D,gossip,1024,0.65,5764.414
2D,gossip,1024,0.7,8686.268
2D,gossip,1024,0.75,8990.196
2D,gossip,1024,0.8,12224.101
2D,gossip,1024,0.85,17678.916
2D,gossip,1024,0.9,28277.109
2D,gossip,1024,0.95,64536.147
2D,gossip,1024,0.99,290884.276
