full,gossip,10,7.06
full,gossip,20,6.708
full,gossip,30,9.023
full,gossip,40,100.474
full,gossip,50,16.354
full,gossip,100,33.273
full,gossip,200,83.176
full,gossip,300,136.952
full,gossip,400,162.148
full,gossip,500,192.976
full,gossip,600,376.817
full,gossip,700,1083.756
full,gossip,800,693.956
full,gossip,900,1205.908
full,gossip,1000,3579.222
